Solution_ID,Text,Embedding
1558,"Vitrage, Risque de surchauffe si les vitrages ne sont pas performants. Doit être réfléchie en amont., Amélioration du caractère bioclimatique du bâtiment Réduction de la consommation de chauffage Réduction de l'éclairage artificiel","[ 1.1469481   0.3483404   1.5621687  ...  0.7514644  -0.7910919
  0.18859322]"
1559,"Gestion et pilotage, Coût moyen pour l'achat d'un GPS adapté à la machine, Investissement élevé par machine, Facilite la conduite des engins de manutention sur un terrain accidenté","[ 1.4471555   0.6971388   0.2305544  ... -0.6422632   0.3226088
  0.34922674]"
1560,"Report modal, Contraintes de redémarrage. Usure plus raide des batteries. Modification du système de télécommande radio actuel, Adaptation de la consommation des locotracteurs au besoin réel.","[ 0.5461065   0.47313097  1.1156746  ...  0.6769711  -0.3335895
 -0.8585559 ]"
1561,"Matériel roulant, en plus du coût de l’installation sont à prévoir pour les frais de transport, Difficulté technique sur les gros vérins nécessitant un accumulateur de volume important, sur la consommation en GNR, Confort du conducteur amélioré Réduction de la pollution sonore Augmentation de la durée de vie de la machine","[ 2.0313349   0.3458167   0.5911871  ...  0.7794511  -0.19276634
  0.47224396]"
1568,"Dryération, - - - + + +, de réduction sur la consommation de gaz Electricité : + + + Gaz : + + + TRI (temps de retour sur investissement) : nul <3ans 3 à 5 ans >5 ans","[ 1.5783817   1.182298    0.9539945  ...  1.1533307  -0.519656
  0.11716231]"
1571,"Isolation, 85 €/m² en moyenne. TRI de 6 à 12 ans en fonction du type de bâtiment., Peut jouer sur la structure du bâtiment. Certains rupteurs ne peuvent pas être installés en zone sismique., Diminution des ponts thermiques Amélioration de la qualité du bâti Meilleure qualité d’isolation phonique Réduction des risques de condensation","[-0.3767403   0.7627022   1.111445   ...  0.42162642  0.16960447
  1.1262674 ]"
1572,"Isolation, Le choix des végétaux doit être réfléchi en fonction du temps à y consacrer et du budget., La réduction de 50% du vent entraîne 10-12% d’économies de chauffage, Ombrage naturel Micro climat grâce à l’évapotranspiration des végétaux Effet pare soleil et pare vent Esthétique Permet de remplacer des rénovations lourdes en termes d'isolation.","[ 1.4706066  -0.53002954  1.2855935  ...  0.51405984 -0.7274212
 -0.07994691]"
1573,"Etanchéité et infiltrations, Assez onéreux pour une seule utilisation mais possibilité de location de l’appareil Ne peut être utilisé pour le test final, Une bonne étanchéité permet : Une réduction de chauffage Une amélioration de la qualité de l’air intérieur L’auto-diagnostic permet : Une anticipation du test final Une action corrective durant la phase de construction","[ 0.57189417  0.09912914  1.1729792  ...  0.01804031 -0.31335372
  0.20950933]"
1574,"Isolation, Par rapport à un bâtiment respectant la RT 2012, surcoût de 15-20% en résidentiel particulier et 5-10% en collectif., Surcoût lié à la performance des matériaux et équipements. Phase amont de la construction à réfléchir de manière poussée. Ne peut être installée que dans certaines zones géographiques (zones où l’ensoleillement est important), Consommation énergétique 3 fois inférieure à la consommation d’un bâtiment respectant la RT 2012, Très forte diminution de la consommation. Préservation des énergies fossiles Intérêt architectural. Confort thermique important.","[ 0.61938715  0.46579328  0.90470296 ... -0.10044821  0.10564619
  0.27596542]"
1575,"Isolation, 40-60 €/m², Très fragile : ne doit pas être percé. Cependant, la pose d'une plaque de plâtre permet de pouvoir percer le mur sans atteindre l'isolant. Assez onéreux Convient seulement à des surfaces planes Doit être mûrement réfléchi : les panneaux ne peuvent être redécoupés et ajustés sur chantier (altération du pouvoir de l'isolation sous vide), Très bonne capacité thermique : coefficient de conductivité thermique entre 0,0042 et 0,0050 W/m.K. Très faible épaisseur nécessaire Exemple : 1 cm de PIV = 6 cm de polystyrène expansé ou 9 cm de laine minérale. Amélioration de l'isolation acoustique Barrière étanche aux vapeurs d'eau","[ 0.6558136   0.50149035  0.52711123 ...  0.19090723 -0.45444903
  0.2395326 ]"
1576,"Pilotage, - - - + + +, de la consommation électrique totale de ventilation Electricité : + + + Gaz : + + + TRI (temps de retour sur investissement) : nul < 3 ans 3 à 5 ans >5 ans","[ 1.8255615   1.0349448   0.7992325  ...  0.46137235 -0.6502391
  0.38913092]"
1577,"Ventilateur de refroidissement, - - - + + +, de la consommation électrique totale de ventilation Electricité : + + + Gaz : + + + TRI (temps de retour sur investissement) : nul < 3 ans 3 à 5 ans >5 ans","[ 1.9983162   1.2356691   0.67413694 ...  0.5232535  -0.39957514
  0.7643079 ]"
1578,"Ventilation multi-cellules, - - - + + +, de la consommation électrique totale de ventilation. Electricité : + + + Gaz : + + + TRI (temps de retour sur investissement) : nul < 3 ans 3 à 5 ans >5 ans","[ 1.7932096   0.7688713   1.3075343  ...  0.8254971  -0.3867115
  0.44593337]"
1579,"Pilotage, - - - + + +, d'économie sur la consommation totale en combustible pour l'opération de séchage Electricité : + + + Gaz : + + + TRI (temps de retour sur investissement) : nul < 3 ans 3 à 5 ans >5 ans","[ 1.7795434   1.336779    0.95535994 ...  0.44736686 -0.5351526
  0.24869303]"
1580,"Suivi des performances, - - - + + +, Electricité : + + + Gaz : + + + TRI (temps de retour sur investissement) : nul < 3ans 3 à 5 ans >5 ans",[ 1.504743   1.4519335  0.5447833 ...  1.1896156 -0.3390346  0.0545423]
1581,"Colonne sécheuse, - - - + + +, de la consommation totale en combustible Electricité : + + + Gaz : + + + TRI (temps de retour sur investissement) : nul < 3 ans 3 à 5 ans >5 ans",[2.2265255  1.305209   0.9351489  ... 0.92946345 0.08615427 0.4369605 ]
1582,"Pilotage, - - - + + +, Electricité : + + + Gaz : + + + TRI (temps de retour sur investissement) : nul < 3 ans 3 à 5 ans >5 ans","[ 1.436546    1.6596264   0.52985173 ...  0.6894738  -0.75140375
  0.31542405]"
1583,"Colonne sécheuse, - - - + + +, Electricité : + + + Gaz : + + + TRI (temps de retour sur investissement) : nul < 3 ans 3 à 5 ans >5 ans","[ 1.8985459   1.7133185   0.6037742  ...  1.1552781  -0.10454511
  0.4421389 ]"
1586,"Séchage, ","[ 2.184352    0.45268488 -0.15730369 ... -0.01077455 -1.5982128
 -0.34351578]"
1587,"Récupérateur de chaleur, d'économie d'énergie","[ 4.2106133  -0.8197323   2.6176846  ...  2.1561747  -0.7597411
 -0.53498435]"
1588,"Suivi des performances, - - - + + +, Electricité : + + + Gaz : + + + TRI (temps de retour sur investissement) : nul < 3 ans 3 à 5 ans >5 ans","[ 1.5159459   1.4957315   0.5013321  ...  1.1842998  -0.32450172
  0.06906871]"
1589,"Ventilateur séchoir, fourchette de prix pour la plupart des applications courantes., Possible phénomène de résonance Précautions d'utilisation : harmoniques, sensibilité aux creux de tension, lubrification pour l'utilisation sur des moteurs de compresseurs existants, d'économie sur la consommation instantanée du moteur selon la charge, Suppression de l'appel de puissance au démarrage et donc une amélioration de la durée de vie des équipements Réduction du bruit Meilleure régulation des procédés Prolonge la durée de vie du système","[ 0.79507774 -0.08167011  0.65384585 ...  1.0490696  -0.08165774
 -0.15419307]"
1590,"Ventilateur séchoir, Si l’entretien des éléments de transmission (arbres, courroies) est négligé, les pertes peuvent aller de 0 à 45%., de la consommation électrique du moteur","[ 2.412077   -0.57271796  0.59413475 ...  0.72022253 -0.02175082
  0.19289544]"
1591,"Brûleur, ","[ 1.4362841   1.2126701  -0.4726467  ... -1.0041625  -0.85467863
  0.7248065 ]"
1593,"Ventilateur de refroidissement, Si l’entretien des éléments de transmission (arbres, courroies) est négligé, les pertes peuvent aller de 0 à 45%., de la consommation électrique du moteur","[ 2.2987266  -0.7339607   0.8107291  ...  0.79376507 -0.4305639
  0.54872966]"
1594,"Sous-compteur gaz, La mise en place d’un plan de mesure et de vérification des économies réelles a un coût. Pour autant, il est estimé que celui ci est inférieur à 10 % des gains engendrés par un système de management de l’énergie., Les systèmes de management de l'énergie permettent des gains d'économies entre 5 et 22 % des consommations énergétiques., Compréhension approfondie du suivi énergétique Identification des défaillances de lignes de production","[ 0.6659546   0.8245747   0.89798504 ...  0.11732164 -0.05637888
  0.1398716 ]"
1595,"Fosse de réception, EUR/kW pour la plupart des applications courantes, Possible phénomène de résonance Précautions d'utilisation : harmoniques, sensibilité aux creux de tension, lubrification pour l'utilisation sur des moteurs de compresseurs existants, d'économie sur la consommation instantanée du moteur selon la charge, Suppression de l'appel de puissance au démarrage et donc une amélioration de la durée de vie des équipements Réduction du bruit Meilleure régulation des procédés Prolonge la durée de vie du système","[ 0.7155142  -0.10543985  0.63201976 ...  1.2774388   0.00786544
 -0.02570532]"
1596,"Cyclone, EUR/kW pour la plupart des applications courantes, Possible phénomène de résonance Précautions d'utilisation : harmoniques, sensibilité aux creux de tension, lubrification pour l'utilisation sur des moteurs de compresseurs existants, d'économie sur la consommation instantanée du moteur selon la charge, Suppression de l'appel de puissance au démarrage et donc une amélioration de la durée de vie des équipements Réduction du bruit Meilleure régulation des procédés Prolonge la durée de vie du système","[ 0.68123287 -0.28365666  0.6556605  ...  1.0210645  -0.20749606
 -0.1356932 ]"
1597,"Transporteur à bande, - - - + + +, de la consommation électrique totale de la manutention Gains envisageables : Electricité : + + + Gaz : + + + TRI (temps de retour sur investissement) : nul 3 à 5 ans >5 ans",[1.891458   1.1534798  0.35743964 ... 0.41714847 0.14787273 0.6344884 ]
1598,"Chaudière, 2 limites environnementales à l'utilisation de combustibles céréaliers: Les valeurs d’émission des rejets atmosphériques sont satisfaisants (CO, CO 2 , NOx, COV), mais il reste des inconnues quant au risque de retrouver après combustion des mycotoxines dans les fumées et les mâchefers, puisque des analyses ont démontré que certaines mycotoxines étaient thermo-résistantes (aucune étude précise). Elles pourraient se retrouver dans les fumées et être inhalées, ou se fragmenter en petits éléments et recomposer des métabolites de mycotoxines, dont certains engendrant la formation d’acides et d’autres la formation de H.A.P. (hydrocarbures aromatiques polycycliques) Les mâchefers issus de la combustion des céréales infectées, pourraient alors être assimilés à des déchets spéciaux ou dangereux, qui nécessiteraient un traitement spécial pour les valoriser, voire un classement dans les déchets ultimes. Le système d’alimentation doit être parfaitement approprié au combustible choisi sous peine de blocages ; La combustion irrégulière des combustibles solides, pour lesquels la quantité de calories émise est très variable. Il est difficile de réguler finement la température excepté avec l’aide d’un professionnel de la combustion ; La nécessité d’une source secondaire en cas de rupture d’approvisionnement ou pour affiner la régulation, ce qui augmente encore l’investissement La nécessité de réintercaler un échangeur pour éviter la pollution du grain, comme c’était le cas avec l’utilisation du fioul, Les céréales sont plus sèches que le bois, leur PCI est donc plus élevé ;","[ 1.7811797   0.06746736 -0.10222346 ...  0.38095236  0.075872
 -1.0063716 ]"
1599,"Energie Thermique des Mers - ETM, Coût important Problème de biosalissure Problème de corrosion, Petit turbo-alternateur donc coût réduit","[ 2.352588    0.91059303  0.6053606  ...  0.7813539   0.7519654
 -0.8645874 ]"
1600,"Energie Thermique des Mers - ETM, très coûteux nécessité de créer le vide dans l’évaporateur, moins de biosalissure (dépôts organiques) production d’eau potable","[ 2.871254   -0.5113094   0.8544736  ...  0.17792074  0.19763874
 -0.8333128 ]"
1601,"Energie Thermique des Mers - ETM, gros coût d'investissement","[ 1.7067691   0.9147815   0.3938413  ...  1.2547841   0.14932126
 -1.2353629 ]"
1602,"Eolien offshore, Investissement important Rentabilité à long terme (besoin d'une installation de grande envergure pour une bonne rentabilité Des contraintes environnementales et réglementaires à respecter, Les éoliennes offshore posées nécessitent une profondeur maximale de 40m or la France possède beaucoup d'espace maritime profond (>50m). Les éoliennes flottantes peuvent être installées jusqu'à 200m de profondeur. 60% de la puissance des vents pourraient être utilisée dans des profondeur allant de 50m à 150m. Limite l'impact visuel des côtes. Coût de maintenance moindre vis-à-vis des éoliennes posées.","[ 1.3117862   0.26009724 -0.17993069 ...  0.47436318  0.5546714
 -0.3038239 ]"
1603,"Eolien offshore, Les fondations doivent supporter des pâles et des mats de plus en plus conséquents et des vents violents, Les différentes fondations s'adaptent à plusieurs types de sols et à plusieurs types d'éoliennes selon leur poids",[0.38172168 0.17306297 0.32660553 ... 0.95940065 0.99295086 0.32081458]
